記事ID,収集日時(UTC),ソース,タイトル,URL,公開日,概要(先頭200字),企業名,軸1_組織,軸2_制度仕組み,軸3_コンプライアンス,軸4_業務プロセス,軸5_データマネジメント,軸6_生成AI活用,軸7_業務統合,主要評価軸,推定レベル,判定根拠
6f294b91974d,2026/5/29 5:09,PR TIMES,生成AI搭載「MotionBoard」オンプレミス版を5月29日（金）より提供開始　AI機能が無償で利用できる期間限定のキャンペーンを実施,https://prtimes.jp/main/html/rd/p/000000341.000053341.html,2026/5/29,"[ウイングアーク１ｓｔ株式会社]
　BI×AI活用のデータアプリ基盤「MotionBoard」を提供するウイングアーク１ｓｔ株式会社（本社：東京都港区、代表取締役 社長執行役員CEO：田中 潤）は、生成AIを搭載した「MotionBoard」のオンプレミス版を5月29...",ウイングアーク１ｓｔ株式会社,,2,,2,2,3,2,生成AI活用,3,生成AI搭載MotionBoardの運用・提供を開始し、AI機能の標準的な利用体制を構築している。運用段階の実施を報告している。
b6f8e27fd5bd,2026/5/29 5:09,PR TIMES,JBS、生成 AI 活用拡大に伴うデータセキュリティ課題に対応,https://prtimes.jp/main/html/rd/p/000000214.000051640.html,2026/5/29,"[日本ビジネスシステムズ株式会社]
日本ビジネスシステムズ株式会社（本社：東京都港区 代表取締役社長：牧田幸弘、以下「JBS」、証券コード：5036）と AI およびそれを支えるデータセキュリティを展開する米Varonis Systems, Inc.の日本法人 Varon...","日本ビジネスシステムズ株式会社、Varonis Systems, Inc.",,,3,,3,,,コンプライアンス,3,生成AI活用拡大に伴うデータセキュリティ課題に対応する標準的な体制・ルールを確立し、全社的に展開している。
1a19e4592b22,2026/5/29 5:09,PR TIMES,GUGA、AIファーストな企業への変革を支援するAVILENが企画・開発した講座を「生成AIパスポート」の試験対策講座として認定,https://prtimes.jp/main/html/rd/p/000000096.000121559.html,2026/5/29,"[GUGA]
生成AIを社会に実装し、産業の再構築を目指す一般社団法人生成AI活用普及協会（理事長：井畑 敏、所在地：東京都中央区、以下：GUGA）は、AIファーストな企業への変革を支援する株式会社AVILEN（代表取締役：高橋...",一般社団法人生成AI活用普及協会、株式会社AVILEN,3,3,2,2,,2,2,制度・仕組み,3,生成AI教育プログラムの標準化と認定制度の構築により、企業変革支援の仕組みが体系化されている
d36f73a907f1,2026/5/29 5:09,PR TIMES,弥生の「記帳代行支援サービス」がデジタル化・AI導入補助金2026の対象製品に認定,https://prtimes.jp/main/html/rd/p/000000383.000015865.html,2026/5/29,"[弥生株式会社]
　弥生株式会社(本社:東京都千代田区、代表取締役 社長執行役員 兼 CEO:武藤健一郎、以下「弥生」)は、経済産業省・中小企業庁・中小機構の推進する「デジタル化・AI導入補助金2026」において、提供する「記帳代...",弥生株式会社,2,2,2,3,2,2,3,生成AIの業務プロセスへの統合,3,記帳代行業務にAI導入を標準化し、業務プロセスに統合した取り組みが政府認定されている
3b3129db480c,2026/5/29 5:09,PR TIMES,リーガロイヤルホテルズ、AIロープレ「アバトレ」を活用し接客品質向上と新人育成を強化,https://prtimes.jp/main/html/rd/p/000000089.000085375.html,2026/5/29,"[AVITA株式会社]
[画像: https://prcdn.freetls.fastly.net/release_image/85375/89/85375-89-a84fa57a44771e80704112c4253bd0ec-1280x720.jpg?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=boun",リーガロイヤルホテルズ、AVITA株式会社,2,2,1,2,1,2,2,生成AIの業務プロセスへの統合,2,AIロープレツールの導入により接客・育成業務にAI活用を実施しているが、標準化段階
fbdec9cb183f,2026/5/29 5:09,PR TIMES,「何を聞けばいいかわからない」を解決する、指示不要のAI業務アシスタント「Teal（テイル）」正式リリース開始,https://prtimes.jp/main/html/rd/p/000000001.000183002.html,2026/5/29,"[株式会社ClownPit]
株式会社ClownPit（本社：埼玉県さいたま市、代表取締役：岩波 賢司）と合同会社Lill（本社：東京都清瀬市、代表：小幡 和希）は、共同で開発・運営するAI業務アシスタント「Teal（テイル）https://teal-me.io(ht...",株式会社ClownPit、合同会社Lill,1,1,,2,,2,2,生成AI活用,2,指示不要のAI業務アシスタント「Teal」を開発・正式リリース。生成AI活用による業務プロセス統合の初期段階を示す。
2661935592a8,2026/5/29 5:09,PR TIMES,プライバシーテック、人手不足の解消を支援するAIプラットフォーム「GRoW-VA」を正式提供開始,https://prtimes.jp/main/html/rd/p/000000013.000110340.html,2026/5/29,"[プライバシーテック]
株式会社プライバシーテック（本社：東京都渋谷区、代表取締役：山下大介、以下「当社」）は、企業の慢性的な人手不足の解消を支援するCompound Intelligence（複利型インテリジェンス）型AIプラットフォーム「Pr...",株式会社プライバシーテック,1,1,2,2,2,2,2,コンプライアンス,2,プライバシー重視型AIプラットフォーム「GRoW-VA」を提供。プライバシー管理を標準化した業務支援型AI活用を展開している。
5fdf13e61f31,2026/5/29 5:09,PR TIMES,各業界をリードする企業が「AI×要件定義」の実践事例を語る。6月11日開催「AI要件定義サミット2026」、ホールBのプログラムを公開,https://prtimes.jp/main/html/rd/p/000000067.000056964.html,2026/5/29,"[株式会社ROUTE06]
AI要件定義「Acsim（アクシム）」を提供する株式会社ROUTE06（本社：東京都千代田区、代表取締役：遠藤 崇史）は、「AI要件定義サミット2026 ～AI要件定義が支える、カスタマイズ大国・日本のシステム設計の未来...",株式会社ROUTE06,1,2,,3,,2,2,生成AI活用対象の業務プロセス,3,AI要件定義「Acsim」で業務プロセスを標準化し、複数企業での実践事例をサミット開催で展開している。
61cd74a9c626,2026/5/29 5:09,PR TIMES,コンタクトセンターに生成AI要約支援システム「C-AI」を導入,https://prtimes.jp/main/html/rd/p/000000228.000071302.html,2026/5/29,"[ミサワホーム株式会社]
○お客さまとコンタクトセンターの通話内容の要約にAIを活用し、１件あたり約4分30秒の作業時間を短縮
○受電後の事務負担を大幅に削減し、応答率が向上。AIプロンプトは常時アップデートを実施
○深刻化する人手不...",ミサワホーム株式会社,2,2,,2,1,2,3,生成AIの業務プロセスへの統合,3,生成AI要約システム「C-AI」でコンタクトセンター業務を標準化し、AIプロンプト常時更新で継続改善を実施している。
430dc23f92c1,2026/5/29 5:09,PR TIMES,SCS評価制度の★取得・運用をAIで自動化するプラットフォーム「スタークエスト」公開,https://prtimes.jp/main/html/rd/p/000000146.000089471.html,2026/5/29,"[SecureNavi株式会社]
情報セキュリティ認証や規制、ガイドラインへの準拠、規程の整備・運用、監査や審査などの「文系のセキュリティ」領域をDXするSecureNavi株式会社（本社：東京都港区、代表取締役CEO：井崎 友博、以下当社）は、...",SecureNavi株式会社,2,3,3,3,2,2,2,制度・仕組み,3,セキュリティ規制対応業務をAIで自動化するプラットフォーム提供。規程整備・運用・監査業務の標準化・体系化を実現
912a9e4f57bc,2026/5/29 5:09,PR TIMES,RightTouchとInsureMO、保険業界に特化したCX改善ソリューションを提供,https://prtimes.jp/main/html/rd/p/000000095.000098678.html,2026/5/29,"[株式会社RightTouch]
エンタープライズ向けにAIコンタクトセンター基盤を提供する株式会社RightTouch（本社：東京都品川区、代表取締役 野村 修平／長崎 大都、以下「RightTouch」）とシンガポール発の保険ミドルオフィスプラットフォ...",株式会社RightTouch,2,2,2,3,2,3,2,生成AI活用,3,AIコンタクトセンター基盤を保険業界向けに提供。CX改善を目的とした生成AI活用が標準化・体系化されている
08780221b959,2026/5/29 5:09,PR TIMES,「赤ちゃん、大丈夫かな？」をAIカメラが代わりに見守る時代へ。,https://prtimes.jp/main/html/rd/p/000000001.000183701.html,2026/5/29,"[株式会社 光サプライズ]
[画像1: https://prcdn.freetls.fastly.net/release_image/183701/1/183701-1-f29c1df88aec8838262e03b1df370b4a-1920x1080.jpg?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=",株式会社光サプライズ,1,1,1,2,1,2,1,生成AI活用,2,AIカメラによる見守り機能を提供。基本的な画像認識・監視機能が手順化されているが、全社的標準化は未確認
6c71648b8f81,2026/5/29 5:09,PR TIMES,【７社共同】流通BMS×トークン化預金、受発注から債権管理システムまでのデータ連携に基づく決済/消込自動化に向けた実証実験が成功,https://prtimes.jp/main/html/rd/p/000000065.000094264.html,2026/5/29,"[株式会社ディーカレットDCP]
　株式会社ディーカレットDCPが事務局を務めるデジタル通貨フォーラムインボイスチェーン分科会は、サイロ化している各会計サービスや決済サービスの統一規格の検討や、法人企業間決済にかかる課題について、ブロ...",株式会社ディーカレットDCP,2,3,2,3,3,2,3,生成AIの業務プロセスへの統合,3,流通BMS・トークン化預金を統合し、受発注から債権管理・決済までの自動化実証。業務プロセス全体への統合が実現
ab7466339da0,2026/5/29 5:09,PR TIMES,AIラジオ番組生成「AIラジオ制作所」、初の有料利用者を獲得。β版公開から2週間で利用30名規模に、本格運用フェーズへ移行,https://prtimes.jp/main/html/rd/p/000000017.000181601.html,2026/5/29,"[株式会社SynergyAI]
[画像: https://prcdn.freetls.fastly.net/release_image/181601/17/181601-17-a8f4f3b374fa635c9ed42990fbd6a544-1195x595.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fi",株式会社SynergyAI,1,1,,2,,2,2,生成AI活用,2,生成AIラジオ番組生成サービスのβ版から本格運用への移行で、基本的な運用枠組みが確立。有料利用者獲得で初期市場検証段階
f68785702891,2026/5/29 5:09,PR TIMES,依頼シートからAI業務効率化を相談・実行できるプラットフォーム「VIG AI Hub」を提供開始,https://prtimes.jp/main/html/rd/p/000000007.000174690.html,2026/5/29,"[株式会社VIG]
AIで産業を再設計する株式会社VIG（本社：東京都渋谷区、代表取締役：齋藤 正輝）は、AI業務効率化の実務経験者と企業をつなぐAI人材活用サービス 「VIG AI Hub」 の提供を2026年5月29日より開始しました。「AIで...",株式会社VIG,2,2,,2,1,2,2,制度・仕組み,2,AI業務効率化相談・実行の仕組みをプラットフォーム化。依頼シート経由で業務統合の基本的枠組みが明文化・設計段階
d509ed6a3295,2026/5/29 5:10,PR TIMES,「指示待ち」から脱却へ――福岡の建築会社オカショーが“自律型組織”を育てるAI社長を導入,https://prtimes.jp/main/html/rd/p/000000074.000139335.html,2026/5/29,"[株式会社THA]
[画像1: https://prcdn.freetls.fastly.net/release_image/139335/74/139335-74-483ce72b92101a902b51789e1b811965-1730x909.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=bou",株式会社THA,3,2,,2,,2,3,組織,3,AI社長導入により自律型組織文化への転換を推進。組織体制の標準化が進行中で、レベル3相当の全社的体系化が始まっている。
b0cd6565516a,2026/5/29 5:10,PR TIMES,renue、写真1枚で複数の商品を一括査定する「部屋まるごとAI見積もり satei-ai」をリリース。簡易な真贋検査や公開情報に基づく売却価格の提示までワンストップで提供,https://prtimes.jp/main/html/rd/p/000000043.000091210.html,2026/5/29,"[株式会社renue]
[画像1: https://prcdn.freetls.fastly.net/release_image/91210/43/91210-43-e01fa91e1c425e81f63d61a86200cb63-1786x814.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=bou",株式会社renue,,1,1,2,2,2,2,生成AI活用,2,AI見積もりツール提供開始。基本的な機能実装・運用は確立しているが、企業側の制度整備は初期段階。
